GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Under 18 years:,Margin of Error; Male: - Under 18 years:,Estimate; Male: - Under 18 years: - Native,Margin of Error; Male: - Under 18 years: - Native,Estimate; Male: - Under 18 years: - Foreign born:,Margin of Error; Male: - Under 18 years: - Foreign born:,Estimate; Male: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Male: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Estimate; Male: - Under 18 years: - Foreign born: - Not a U.S. citizen,Margin of Error; Male: - Under 18 years: - Foreign born: - Not a U.S. citizen,Estimate; Male: - 18 years and over:,Margin of Error; Male: - 18 years and over:,Estimate; Male: - 18 years and over: - Native,Margin of Error; Male: - 18 years and over: - Native,Estimate; Male: - 18 years and over: - Foreign born:,Margin of Error; Male: - 18 years and over: - Foreign born:,Estimate; Male: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Male: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Estimate; Male: - 18 years and over: - Foreign born: - Not a U.S. citizen,Margin of Error; Male: - 18 years and over: - Foreign born: - Not a U.S. citizen,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Under 18 years:,Margin of Error; Female: - Under 18 years:,Estimate; Female: - Under 18 years: - Native,Margin of Error; Female: - Under 18 years: - Native,Estimate; Female: - Under 18 years: - Foreign born:,Margin of Error; Female: - Under 18 years: - Foreign born:,Estimate; Female: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Female: - Under 18 years: - Foreign born: - Naturalized U.S. citizen,Estimate; Female: - Under 18 years: - Foreign born: - Not a U.S. citizen,Margin of Error; Female: - Under 18 years: - Foreign born: - Not a U.S. citizen,Estimate; Female: - 18 years and over:,Margin of Error; Female: - 18 years and over:,Estimate; Female: - 18 years and over: - Native,Margin of Error; Female: - 18 years and over: - Native,Estimate; Female: - 18 years and over: - Foreign born:,Margin of Error; Female: - 18 years and over: - Foreign born:,Estimate; Female: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Female: - 18 years and over: - Foreign born: - Naturalized U.S. citizen,Estimate; Female: - 18 years and over: - Foreign born: - Not a U.S. citizen,Margin of Error; Female: - 18 years and over: - Foreign born: - Not a U.S. citizen
8600000US75048,75048,ZCTA5 75048,24203,101,11673,645,3265,458,3156,441,109,89,10,16,99,90,8408,494,6184,463,2224,562,1221,348,1003,553,12530,642,2913,569,2816,587,97,107,97,107,0,25,9617,498,7361,647,2256,443,1241,292,1015,319
8600000US75050,75050,ZCTA5 75050,42670,1340,21461,876,6064,538,5738,550,326,114,85,79,241,98,15397,693,10307,581,5090,525,1131,287,3959,465,21209,955,6093,607,5775,565,318,144,68,93,250,119,15116,666,11084,648,4032,384,958,189,3074,377
8600000US75051,75051,ZCTA5 75051,40962,1429,19545,917,5821,595,5643,590,178,115,13,19,165,109,13724,711,8637,583,5087,626,1571,359,3516,591,21417,1033,6448,657,6089,613,359,143,67,62,292,131,14969,593,10009,610,4960,593,1385,275,3575,618
8600000US75052,75052,ZCTA5 75052,94133,1901,46365,1377,13486,980,13070,940,416,192,248,164,168,124,32879,1064,24088,1029,8791,707,4856,456,3935,626,47768,1285,12403,823,12072,813,331,169,75,58,256,158,35365,954,26216,1063,9149,622,5339,541,3810,619
8600000US75054,75054,ZCTA5 75054,10764,911,5257,534,1560,355,1549,356,11,20,0,21,11,20,3697,314,2901,311,796,186,624,170,172,92,5507,488,1729,319,1729,319,0,21,0,21,0,21,3778,272,2848,300,930,209,649,182,281,106
8600000US75056,75056,ZCTA5 75056,57115,1166,29307,985,7876,697,7625,708,251,151,65,61,186,139,21431,817,16555,814,4876,711,2366,304,2510,693,27808,1272,6689,657,6438,602,251,131,151,96,100,84,21119,944,16560,916,4559,571,2390,341,2169,460
8600000US75057,75057,ZCTA5 75057,14562,670,7574,562,2054,301,1954,292,100,66,0,21,100,66,5520,454,3624,393,1896,368,464,178,1432,317,6988,452,1780,231,1673,224,107,71,17,27,90,65,5208,327,3530,285,1678,233,343,113,1335,198
8600000US75058,75058,ZCTA5 75058,2697,311,1312,171,330,84,330,84,0,13,0,13,0,13,982,131,836,120,146,91,4,7,142,91,1385,196,349,108,349,108,0,13,0,13,0,13,1036,145,969,140,67,38,6,9,61,37
8600000US75060,75060,ZCTA5 75060,47922,1306,23510,943,7213,655,6641,614,572,170,63,45,509,162,16297,611,9121,565,7176,578,2024,317,5152,550,24412,834,7077,644,6475,612,602,211,58,45,544,203,17335,531,10258,572,7077,504,1842,259,5235,429
8600000US75061,75061,ZCTA5 75061,54907,1306,27824,791,8725,651,8043,596,682,188,81,55,601,182,19099,556,9321,513,9778,565,1850,263,7928,503,27083,934,7890,675,7229,627,661,162,40,33,621,163,19193,581,10524,538,8669,493,1849,256,6820,414
8600000US75062,75062,ZCTA5 75062,48553,1654,24751,1139,7135,715,6494,691,641,254,137,124,504,224,17616,864,9930,729,7686,712,2090,289,5596,691,23802,1037,6003,691,5328,619,675,238,236,156,439,149,17799,667,10848,634,6951,713,2205,338,4746,595
8600000US75063,75063,ZCTA5 75063,38383,952,18103,716,4599,374,3678,335,921,239,147,74,774,220,13504,591,6426,591,7078,466,2559,268,4519,511,20280,742,5290,415,4309,409,981,329,51,44,930,328,14990,529,7854,585,7136,377,2987,313,4149,412
8600000US75065,75065,ZCTA5 75065,12457,431,6173,328,1356,220,1281,220,75,92,0,21,75,92,4817,333,4199,378,618,277,117,77,501,266,6284,427,1418,243,1394,238,24,35,20,33,4,8,4866,481,4129,392,737,377,240,139,497,302
8600000US75067,75067,ZCTA5 75067,66896,1301,32441,883,8612,607,7917,646,695,210,47,47,648,205,23829,815,16741,630,7088,665,2402,403,4686,505,34455,906,8407,491,7810,484,597,195,144,93,453,191,26048,721,18780,728,7268,536,2470,372,4798,442
8600000US75068,75068,ZCTA5 75068,55848,1199,27300,849,8728,733,8377,748,351,182,39,49,312,172,18572,757,14308,786,4264,610,1601,377,2663,605,28548,971,8842,634,8522,662,320,207,8,12,312,206,19706,754,15196,828,4510,675,1598,337,2912,523
8600000US75069,75069,ZCTA5 75069,36879,1284,17962,979,4824,559,4555,571,269,198,12,16,257,199,13138,952,9569,586,3569,812,867,278,2702,800,18917,816,4552,555,4219,516,333,174,90,70,243,168,14365,589,11172,547,3193,460,1046,292,2147,437
8600000US75070,75070,ZCTA5 75070,93299,1471,44939,999,14136,686,13722,701,414,143,103,74,311,126,30803,742,25781,822,5022,697,2297,302,2725,624,48360,1027,13285,678,12794,662,491,148,150,96,341,127,35075,773,29511,775,5564,486,3220,369,2344,382
8600000US75071,75071,ZCTA5 75071,49846,1255,25201,867,8080,645,7658,633,422,198,86,74,336,186,17121,570,14334,518,2787,416,1169,212,1618,354,24645,903,7036,665,6368,555,668,403,69,80,599,394,17609,536,14717,588,2892,374,1454,314,1438,300
8600000US75074,75074,ZCTA5 75074,48977,1403,24570,946,6488,522,6054,510,434,152,44,45,390,143,18082,795,11360,641,6722,722,2106,340,4616,680,24407,917,6072,579,5799,545,273,123,49,39,224,123,18335,647,12361,637,5974,474,2122,310,3852,413
8600000US75075,75075,ZCTA5 75075,35933,987,17231,673,3531,308,3362,294,169,100,28,47,141,83,13700,592,10689,506,3011,430,1372,239,1639,410,18702,656,3641,379,3412,376,229,132,53,60,176,114,15061,538,11923,529,3138,315,1542,225,1596,280
8600000US75076,75076,ZCTA5 75076,7244,515,3681,351,828,182,820,185,8,13,0,19,8,13,2853,283,2817,283,36,30,28,27,8,12,3563,326,670,129,670,129,0,19,0,19,0,19,2893,268,2832,276,61,45,36,39,25,26
8600000US75077,75077,ZCTA5 75077,36181,1011,18061,671,4583,358,4512,361,71,51,15,19,56,49,13478,582,12074,520,1404,247,816,199,588,194,18120,722,4147,463,4023,456,124,66,61,47,63,43,13973,469,12436,506,1537,223,1077,215,460,145
8600000US75078,75078,ZCTA5 75078,20611,712,10529,499,4044,405,3972,420,72,61,34,45,38,37,6485,335,5957,336,528,121,356,98,172,68,10082,493,3301,305,3256,305,45,35,22,28,23,26,6781,339,6106,334,675,159,413,115,262,88
8600000US75080,75080,ZCTA5 75080,50247,1236,24775,991,5694,630,5110,566,584,274,8,14,576,273,19081,871,13913,814,5168,604,1472,359,3696,546,25472,896,5795,658,5273,659,522,208,34,33,488,206,19677,759,14376,617,5301,590,1206,255,4095,597
8600000US75081,75081,ZCTA5 75081,37960,1104,18507,676,4186,493,3831,465,355,190,78,86,277,148,14321,483,10004,612,4317,467,2796,390,1521,246,19453,884,4212,522,3898,544,314,142,81,50,233,135,15241,647,10716,667,4525,519,2450,280,2075,426
8600000US75082,75082,ZCTA5 75082,23733,707,11712,445,2533,293,2286,288,247,188,23,26,224,187,9179,413,6380,465,2799,304,1836,266,963,224,12021,567,2758,322,2533,321,225,124,32,35,193,115,9263,405,6413,444,2850,321,1949,275,901,206
8600000US75087,75087,ZCTA5 75087,33110,1192,15709,694,4127,406,4127,406,0,28,0,28,0,28,11582,553,10805,527,777,210,543,176,234,103,17401,695,4870,394,4823,389,47,42,26,24,21,35,12531,468,11622,466,909,200,552,165,357,134
8600000US75088,75088,ZCTA5 75088,25842,781,12447,661,3096,383,3001,371,95,61,41,38,54,50,9351,471,7942,478,1409,281,1100,214,309,127,13395,572,2837,349,2663,334,174,88,72,48,102,77,10558,415,8845,407,1713,368,866,203,847,254
8600000US75089,75089,ZCTA5 75089,33117,727,16647,760,5105,628,5051,624,54,51,21,37,33,46,11542,544,9465,535,2077,349,1415,302,662,210,16470,779,4272,516,4196,534,76,84,10,16,66,83,12198,541,9360,619,2838,502,2026,417,812,283
8600000US75090,75090,ZCTA5 75090,23936,1031,11789,630,3448,403,3336,420,112,99,0,25,112,99,8341,461,6611,481,1730,359,276,148,1454,328,12147,674,3151,336,2987,341,164,99,0,25,164,99,8996,473,7639,444,1357,221,299,120,1058,200
8600000US75092,75092,ZCTA5 75092,24312,1036,11864,625,2771,358,2701,355,70,60,19,29,51,54,9093,490,8495,474,598,182,224,151,374,106,12448,684,2761,359,2690,368,71,46,23,25,48,41,9687,551,9144,568,543,172,175,65,368,157
8600000US75093,75093,ZCTA5 75093,48021,1029,23210,685,5394,441,5209,451,185,80,50,46,135,71,17816,518,13479,583,4337,473,2703,396,1634,340,24811,813,5260,515,4858,437,402,270,54,51,348,264,19551,577,14559,592,4992,420,3235,374,1757,249
8600000US75094,75094,ZCTA5 75094,23097,432,11770,528,3665,437,3549,437,116,85,62,71,54,47,8105,446,4776,464,3329,541,2584,380,745,412,11327,498,3596,355,3480,372,116,125,0,25,116,125,7731,427,4106,486,3625,444,2658,391,967,265
8600000US75098,75098,ZCTA5 75098,54534,1126,27069,926,8498,668,8224,675,274,141,62,57,212,117,18571,791,15114,883,3457,412,1909,332,1548,299,27465,946,8401,627,8021,625,380,179,190,115,190,138,19064,679,15263,718,3801,491,1972,357,1829,365
8600000US75101,75101,ZCTA5 75101,710,131,350,73,129,38,125,38,4,6,4,6,0,13,221,45,160,45,61,25,23,15,38,15,360,75,111,43,96,36,15,18,4,6,11,17,249,47,187,41,62,26,22,14,40,22
8600000US75102,75102,ZCTA5 75102,1251,382,590,177,80,55,80,55,0,13,0,13,0,13,510,159,377,105,133,104,53,79,80,74,661,230,140,89,140,89,0,13,0,13,0,13,521,158,386,115,135,104,0,13,135,104
8600000US75103,75103,ZCTA5 75103,13967,893,6914,507,1586,284,1552,277,34,52,34,52,0,21,5328,371,5070,406,258,149,218,153,40,36,7053,536,1581,250,1527,277,54,78,0,21,54,78,5472,406,5145,424,327,184,80,77,247,158
8600000US75104,75104,ZCTA5 75104,48568,267,22742,687,7556,625,7448,622,108,76,20,24,88,72,15186,662,13079,628,2107,399,917,194,1190,306,25826,644,6820,620,6695,632,125,124,85,105,40,61,19006,556,16514,598,2492,378,1364,292,1128,302
8600000US75105,75105,ZCTA5 75105,245,148,150,125,35,39,35,39,0,13,0,13,0,13,115,89,102,71,13,20,0,13,13,20,95,41,13,18,13,18,0,13,0,13,0,13,82,32,65,32,17,27,0,13,17,27
8600000US75109,75109,ZCTA5 75109,4096,436,2106,330,571,176,571,176,0,13,0,13,0,13,1535,209,1503,205,32,21,15,15,17,15,1990,237,380,117,380,117,0,13,0,13,0,13,1610,174,1573,172,37,24,14,17,23,17
8600000US75110,75110,ZCTA5 75110,28847,648,14016,531,3935,335,3754,339,181,119,16,12,165,116,10081,348,8005,373,2076,204,432,145,1644,219,14831,417,4014,228,3824,235,190,87,12,19,178,84,10817,323,8710,375,2107,231,552,200,1555,306
8600000US75114,75114,ZCTA5 75114,5930,588,2757,329,687,162,687,162,0,19,0,19,0,19,2070,232,1810,199,260,211,37,39,223,209,3173,379,863,199,863,199,0,19,0,19,0,19,2310,283,1971,229,339,200,30,31,309,195
8600000US75115,75115,ZCTA5 75115,52377,111,24382,875,7472,860,7404,857,68,40,21,31,47,41,16910,712,15301,732,1609,338,704,217,905,289,27995,868,6398,771,6134,721,264,350,0,31,264,350,21597,758,19829,899,1768,349,784,233,984,253
8600000US75116,75116,ZCTA5 75116,19996,711,9795,683,2931,421,2821,417,110,83,58,63,52,55,6864,521,5307,530,1557,301,642,166,915,243,10201,598,2929,466,2923,466,6,9,6,9,0,21,7272,468,5846,465,1426,250,600,170,826,210
8600000US75117,75117,ZCTA5 75117,4007,327,1954,203,521,113,504,110,17,25,0,13,17,25,1433,189,1322,181,111,71,4,8,107,70,2053,206,413,103,413,103,0,13,0,13,0,13,1640,166,1541,165,99,86,37,48,62,67
8600000US75119,75119,ZCTA5 75119,27514,572,13524,546,3761,439,3636,419,125,85,0,25,125,85,9763,462,7790,527,1973,451,405,164,1568,421,13990,564,3656,409,3442,409,214,151,0,25,214,151,10334,444,8629,498,1705,306,417,171,1288,239
8600000US75124,75124,ZCTA5 75124,4229,692,2134,443,302,105,299,104,3,5,0,13,3,5,1832,426,1798,415,34,38,22,22,12,19,2095,354,329,114,329,114,0,13,0,13,0,13,1766,286,1748,283,18,20,8,11,10,12
8600000US75125,75125,ZCTA5 75125,6236,710,3017,343,881,255,881,255,0,19,0,19,0,19,2136,250,1800,297,336,148,156,97,180,123,3219,459,1066,278,1050,282,16,29,14,21,2,20,2153,301,1756,334,397,153,209,106,188,115
8600000US75126,75126,ZCTA5 75126,42409,1048,20785,678,7058,462,7030,461,28,35,28,35,0,28,13727,452,12572,419,1155,268,524,145,631,212,21624,689,7145,483,7056,480,89,63,42,32,47,56,14479,578,13046,612,1433,301,749,208,684,248
8600000US75127,75127,ZCTA5 75127,1719,286,862,159,216,66,216,66,0,13,0,13,0,13,646,117,619,115,27,19,2,3,25,19,857,158,237,90,229,89,8,13,0,13,8,13,620,101,585,99,35,25,20,20,15,18
8600000US75132,75132,ZCTA5 75132,1864,541,968,295,332,160,318,155,14,23,0,13,14,23,636,190,588,188,48,49,24,27,24,41,896,310,310,201,310,201,0,13,0,13,0,13,586,187,575,186,11,18,0,13,11,18
8600000US75134,75134,ZCTA5 75134,22106,850,9901,626,3545,487,3444,497,101,97,0,25,101,97,6356,467,5692,530,664,244,241,118,423,225,12205,717,3664,540,3516,495,148,166,0,25,148,166,8541,453,7784,499,757,257,90,55,667,250
8600000US75135,75135,ZCTA5 75135,7113,655,3561,365,1397,255,1370,253,27,43,0,19,27,43,2164,247,2074,239,90,57,52,47,38,45,3552,398,1006,212,1006,212,0,19,0,19,0,19,2546,276,2393,273,153,111,35,53,118,88
8600000US75137,75137,ZCTA5 75137,19640,722,9019,559,2289,317,2243,316,46,42,0,21,46,42,6730,434,5768,430,962,234,313,110,649,224,10621,513,2409,286,2378,286,31,32,0,21,31,32,8212,398,7212,477,1000,254,408,149,592,199
8600000US75140,75140,ZCTA5 75140,6752,497,3336,339,891,162,846,161,45,57,9,11,36,56,2445,262,2112,234,333,117,105,68,228,108,3416,267,763,137,745,138,18,26,0,19,18,26,2653,221,2487,224,166,69,37,26,129,68
8600000US75141,75141,ZCTA5 75141,5815,170,3915,222,601,157,587,151,14,22,0,19,14,22,3314,201,2889,188,425,92,60,42,365,93,1900,204,638,139,622,135,16,19,0,19,16,19,1262,127,961,127,301,64,68,49,233,55
8600000US75142,75142,ZCTA5 75142,18702,1039,9435,642,2415,352,2378,358,37,37,16,21,21,32,7020,421,5801,357,1219,263,295,116,924,248,9267,550,2243,362,2216,365,27,30,27,30,0,21,7024,382,5943,392,1081,191,398,153,683,153
8600000US75143,75143,ZCTA5 75143,14138,972,6905,525,1466,251,1460,251,6,9,0,21,6,9,5439,409,5238,403,201,76,42,34,159,69,7233,583,1475,272,1414,272,61,62,0,21,61,62,5758,419,5556,390,202,87,63,39,139,83
8600000US75144,75144,ZCTA5 75144,3377,359,1802,252,514,124,510,126,4,7,0,13,4,7,1288,206,1244,205,44,26,8,12,36,24,1575,179,304,78,304,78,0,13,0,13,0,13,1271,146,1233,147,38,28,8,13,30,24
8600000US75146,75146,ZCTA5 75146,19071,1008,8751,569,2948,451,2922,454,26,40,0,21,26,40,5803,532,5133,498,670,212,254,116,416,181,10320,751,2679,423,2676,419,3,18,0,21,3,18,7641,541,6961,478,680,219,272,117,408,157
8600000US75147,75147,ZCTA5 75147,6736,748,3413,520,913,213,913,213,0,19,0,19,0,19,2500,413,2435,423,65,60,62,60,3,5,3323,413,857,270,857,270,0,19,0,19,0,19,2466,275,2421,278,45,44,35,42,10,17
8600000US75148,75148,ZCTA5 75148,5774,672,2703,347,837,216,835,216,2,3,0,19,2,3,1866,203,1757,191,109,68,10,13,99,67,3071,390,742,258,742,258,0,19,0,19,0,19,2329,230,2201,216,128,83,6,11,122,82
8600000US75149,75149,ZCTA5 75149,55797,1620,27256,988,8472,691,8042,713,430,159,53,62,377,150,18784,869,13737,838,5047,476,1367,292,3680,446,28541,1340,8308,700,7834,689,474,250,4,10,470,249,20233,902,15687,946,4546,529,1346,250,3200,450
8600000US75150,75150,ZCTA5 75150,62297,1554,29610,1047,9100,823,8588,795,512,184,164,102,348,174,20510,809,15145,750,5365,546,1538,262,3827,545,32687,1212,8358,727,7857,713,501,197,112,101,389,173,24329,860,18752,827,5577,544,1753,306,3824,454
8600000US75152,75152,ZCTA5 75152,4694,727,2358,397,869,249,869,249,0,13,0,13,0,13,1489,247,1259,205,230,136,83,72,147,125,2336,377,588,190,588,190,0,13,0,13,0,13,1748,286,1522,258,226,106,18,14,208,108
8600000US75153,75153,ZCTA5 75153,440,176,218,105,67,72,67,72,0,13,0,13,0,13,151,57,113,45,38,42,21,34,17,23,222,87,45,35,45,35,0,13,0,13,0,13,177,73,137,66,40,41,5,8,35,41
8600000US75154,75154,ZCTA5 75154,40225,1172,19681,726,5829,521,5792,522,37,51,6,11,31,49,13852,607,12041,629,1811,527,608,185,1203,460,20544,881,5728,504,5716,506,12,14,7,13,5,8,14816,691,13332,761,1484,373,702,217,782,291
8600000US75155,75155,ZCTA5 75155,2946,387,1456,205,513,134,509,133,4,8,4,8,0,13,943,135,730,117,213,79,50,40,163,72,1490,226,440,107,434,105,6,10,0,13,6,10,1050,159,846,132,204,78,50,39,154,68
8600000US75156,75156,ZCTA5 75156,15720,736,7587,430,1673,256,1667,255,6,10,0,21,6,10,5914,338,5707,355,207,151,69,49,138,133,8133,461,1532,236,1509,246,23,36,23,36,0,21,6601,329,6337,366,264,140,63,60,201,127
8600000US75157,75157,ZCTA5 75157,267,93,128,40,25,20,25,20,0,13,0,13,0,13,103,29,99,28,4,8,0,13,4,8,139,58,50,42,50,42,0,13,0,13,0,13,89,35,81,33,8,11,4,7,4,8
8600000US75158,75158,ZCTA5 75158,3793,456,1844,265,423,159,423,159,0,13,0,13,0,13,1421,165,1418,167,3,6,0,13,3,6,1949,265,396,131,383,132,13,17,13,17,0,13,1553,178,1529,176,24,23,2,3,22,23
8600000US75159,75159,ZCTA5 75159,19440,669,10367,713,2234,420,2147,407,87,111,0,21,87,111,8133,596,6530,588,1603,419,429,176,1174,356,9073,619,2785,510,2446,451,339,251,0,21,339,251,6288,353,4836,422,1452,293,276,118,1176,292
8600000US75160,75160,ZCTA5 75160,25315,923,12307,582,3396,358,3349,365,47,41,0,25,47,41,8911,423,7732,437,1179,251,370,156,809,225,13008,631,3028,365,2897,376,131,89,0,25,131,89,9980,504,8846,499,1134,257,204,118,930,224
8600000US75161,75161,ZCTA5 75161,6577,835,3259,433,864,246,864,246,0,19,0,19,0,19,2395,330,2212,296,183,116,55,51,128,100,3318,499,790,270,790,270,0,19,0,19,0,19,2528,393,2291,407,237,126,41,41,196,123
8600000US75163,75163,ZCTA5 75163,2440,385,1232,233,271,139,271,139,0,13,0,13,0,13,961,184,961,184,0,13,0,13,0,13,1208,192,141,80,141,80,0,13,0,13,0,13,1067,154,1048,155,19,21,19,21,0,13
8600000US75164,75164,ZCTA5 75164,629,179,339,103,69,46,69,46,0,13,0,13,0,13,270,86,267,86,3,5,0,13,3,5,290,97,92,52,92,52,0,13,0,13,0,13,198,62,191,60,7,11,0,13,7,11
8600000US75165,75165,ZCTA5 75165,42048,1013,20360,613,5704,437,5538,429,166,94,0,28,166,94,14656,484,13093,543,1563,286,633,162,930,259,21688,686,5352,424,5316,422,36,36,10,15,26,33,16336,456,14798,439,1538,273,650,142,888,261
8600000US75166,75166,ZCTA5 75166,4057,276,2092,175,763,95,734,94,29,32,0,13,29,32,1329,153,1192,157,137,57,30,18,107,54,1965,150,574,90,557,92,17,16,4,6,13,14,1391,122,1202,119,189,89,41,28,148,85
8600000US75167,75167,ZCTA5 75167,10616,1045,5498,524,1448,305,1448,305,0,21,0,21,0,21,4050,462,3783,411,267,137,173,131,94,66,5118,605,1384,314,1379,314,5,11,0,21,5,11,3734,406,3441,382,293,137,72,60,221,117
8600000US75169,75169,ZCTA5 75169,12779,859,6087,501,1262,235,1241,234,21,25,0,21,21,25,4825,404,4634,394,191,111,62,54,129,80,6692,460,1389,262,1370,261,19,22,0,21,19,22,5303,394,5142,385,161,107,33,28,128,90
8600000US75172,75172,ZCTA5 75172,4109,112,2258,170,622,147,607,152,15,26,0,13,15,26,1636,165,997,169,639,145,120,78,519,133,1851,178,481,128,446,130,35,47,0,13,35,47,1370,158,921,142,449,110,17,20,432,108
8600000US75173,75173,ZCTA5 75173,4166,573,2094,275,462,109,462,109,0,13,0,13,0,13,1632,226,1521,222,111,46,59,39,52,37,2072,344,470,164,470,164,0,13,0,13,0,13,1602,236,1517,239,85,30,53,33,32,27
8600000US75180,75180,ZCTA5 75180,24112,473,11918,518,4458,616,4227,624,231,114,18,23,213,112,7460,597,4378,419,3082,567,442,196,2640,503,12194,533,4280,422,3919,415,361,191,41,51,320,189,7914,456,4901,507,3013,436,542,141,2471,435
8600000US75181,75181,ZCTA5 75181,27588,1472,13289,833,4097,442,4059,436,38,42,16,24,22,34,9192,653,7034,589,2158,489,1122,334,1036,336,14299,961,3899,602,3751,588,148,104,88,81,60,66,10400,577,7824,571,2576,521,1357,297,1219,428
8600000US75182,75182,ZCTA5 75182,6077,24,3210,198,996,135,967,133,29,33,29,33,0,19,2214,187,1712,213,502,87,349,111,153,97,2867,195,731,167,697,167,34,35,18,26,16,24,2136,148,1495,152,641,157,493,103,148,136
8600000US75189,75189,ZCTA5 75189,25560,1037,12489,658,3938,403,3876,396,62,82,62,82,0,25,8551,514,7391,488,1160,299,411,142,749,298,13071,613,3612,337,3599,332,13,25,13,25,0,25,9459,512,8384,511,1075,272,537,215,538,193
8600000US75201,75201,ZCTA5 75201,15185,1020,8197,795,483,182,483,182,0,21,0,21,0,21,7714,733,6829,624,885,382,309,176,576,356,6988,600,291,116,291,116,0,21,0,21,0,21,6697,563,5710,543,987,259,536,189,451,213
8600000US75202,75202,ZCTA5 75202,2029,320,1142,210,45,50,6,9,39,49,39,49,0,13,1097,201,1019,201,78,62,39,32,39,53,887,189,97,84,97,84,0,13,0,13,0,13,790,148,710,134,80,47,71,45,9,13
8600000US75203,75203,ZCTA5 75203,16351,1025,8730,604,2231,345,2121,341,110,56,18,21,92,56,6499,482,4067,431,2432,387,274,104,2158,371,7621,755,2196,396,2070,372,126,86,0,21,126,86,5425,478,3929,442,1496,236,247,106,1249,225
8600000US75204,75204,ZCTA5 75204,30370,1387,15667,933,1903,371,1818,358,85,118,0,28,85,118,13764,855,10772,823,2992,400,975,232,2017,420,14703,921,1640,397,1514,380,126,90,0,28,126,90,13063,736,10931,699,2132,370,811,203,1321,345
8600000US75205,75205,ZCTA5 75205,24211,627,11482,487,2750,283,2704,283,46,34,23,28,23,22,8732,354,7658,313,1074,259,622,166,452,142,12729,482,2777,268,2757,267,20,22,0,25,20,22,9952,451,9140,463,812,143,574,123,238,81
8600000US75206,75206,ZCTA5 75206,38762,1460,20260,940,2605,450,2498,421,107,84,42,56,65,57,17655,734,13917,684,3738,544,803,219,2935,505,18502,836,2385,373,2183,377,202,167,29,41,173,163,16117,638,12977,590,3140,382,832,202,2308,295
8600000US75207,75207,ZCTA5 75207,8028,522,6055,535,94,65,94,65,0,19,0,19,0,19,5961,549,5539,519,422,94,90,46,332,104,1973,314,69,69,69,69,0,19,0,19,0,19,1904,293,1728,285,176,89,56,40,120,79
8600000US75208,75208,ZCTA5 75208,29448,1204,15286,789,3813,454,3630,456,183,81,40,32,143,73,11473,620,7180,541,4293,497,1093,183,3200,461,14162,726,3696,494,3414,456,282,150,40,35,242,146,10466,490,7101,451,3365,313,969,173,2396,268
8600000US75209,75209,ZCTA5 75209,13898,816,6729,606,1276,302,1203,297,73,100,8,12,65,100,5453,495,4626,445,827,293,476,159,351,208,7169,458,1029,176,999,176,30,48,0,21,30,48,6140,409,5464,422,676,215,393,140,283,147
8600000US75210,75210,ZCTA5 75210,8243,757,4232,438,1325,327,1290,319,35,37,0,19,35,37,2907,321,2035,267,872,218,146,100,726,206,4011,451,1220,258,1185,256,35,47,0,19,35,47,2791,298,2229,268,562,143,101,59,461,142
8600000US75211,75211,ZCTA5 75211,77600,2325,39254,1325,12360,870,11628,832,732,225,6,10,726,224,26894,1050,12843,727,14051,940,3287,414,10764,865,38346,1563,11547,846,10987,794,560,193,7,13,553,191,26799,1213,14569,1003,12230,764,2683,360,9547,675
8600000US75212,75212,ZCTA5 75212,26120,1019,11833,629,4002,371,3805,374,197,134,12,16,185,134,7831,446,4566,434,3265,332,947,187,2318,342,14287,800,4970,531,4736,538,234,123,71,67,163,98,9317,437,6097,478,3220,405,917,189,2303,389
8600000US75214,75214,ZCTA5 75214,34145,1092,16354,848,3456,410,3389,397,67,67,31,37,36,57,12898,639,11406,587,1492,331,483,139,1009,277,17791,619,3462,344,3377,361,85,63,55,39,30,46,14329,518,12759,515,1570,265,644,131,926,241
8600000US75215,75215,ZCTA5 75215,15664,1030,7582,614,1581,292,1413,275,168,89,46,47,122,77,6001,510,5171,431,830,271,228,102,602,230,8082,666,1819,290,1729,280,90,88,45,66,45,57,6263,538,5553,456,710,292,75,60,635,285
